,Compound,Date,Negative,Network,Neutral,Positive,Text,Tweets Ago
12,0.0,Sat Sep 29 17:19:02 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,@ChaplyginAndrei analyze tweets of @SuperMario_UK,13
13,0.3818,Wed Sep 26 02:44:56 +0000 2018,0.698,@NB_ED4ever,0.0,0.302,Weather condition right now is clear sky,14
14,0.0,Wed Sep 26 02:43:25 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,Weather condition right now is stations,15
15,0.0,Sat Sep 22 20:49:59 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,Hey Programming on Saturday,16
16,0.0,Fri Sep 21 21:42:22 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,@KristianNairn @Warcraft For the Alliance!!,17
17,0.0,Fri Sep 21 21:41:22 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,https://t.co/M09Fzw6Rfh,18
18,0.0,Thu Sep 20 00:37:57 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,"""Google AI with Jeff Dean""
 https://t.co/3DPDvuSThY via @gcppodcast",19
19,0.5859,Tue Sep 11 04:07:46 +0000 2018,0.759,@NB_ED4ever,0.0,0.241,“30 Amazing Machine Learning Projects for the Past Year (v.2018)” by @Mybridge https://t.co/9O1b9zzC5M,20
20,0.0,Tue Oct 02 18:48:42 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,@sherryjystad5 how about perform analysis on @peter_pan_daz and @CO2_Dispenser,21
21,0.0,Tue Oct 02 18:42:42 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,@pan_bot Analyze:@CO2_Dispenser,22
22,0.0,Tue Oct 02 18:42:33 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,@pan_bot Analyze:@sherryjystad5,23
23,0.0,Tue Oct 02 13:32:37 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,"Here you go @peter_pan_daz, this will cost you 1 gummy bear https://t.co/vguMgpR8YV",24
24,0.0,Tue Oct 02 03:28:46 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,"Here you go @NakamotoThomas, this will cost you 1 gummy bear https://t.co/Pmc94zrSWK",25
25,0.0,Tue Oct 02 03:16:14 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,"Here you go @CO2_Dispenser, this will cost you 1 gummy bear https://t.co/bhD6EUtCOU",26
26,0.0,Tue Oct 02 01:43:40 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,@NB_ED4ever Analyze: @NB_ED4ever,27
27,0.0,Mon Oct 01 22:12:29 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,@pan_bot Analyze:@mr_bryan_lowe,28
28,0.0,Mon Oct 01 22:00:18 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,@pan_bot Analyze:@PlayOverwatch,29
29,0.0,Sat Sep 29 20:40:24 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,@ChaplyginAndrei analyze tweets of @lifehackorg,30
30,0.0,Sat Sep 29 20:39:50 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,@ChaplyginAndrei analyze tweets of @HellthyJunkFood,31
31,0.0,Sat Sep 29 20:39:01 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,@ChaplyginAndrei analyze tweets of @UCIrvine,32
32,0.0,Sat Sep 29 17:19:02 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,@ChaplyginAndrei analyze tweets of @SuperMario_UK,33
33,0.3818,Wed Sep 26 02:44:56 +0000 2018,0.698,@NB_ED4ever,0.0,0.302,Weather condition right now is clear sky,34
34,0.0,Wed Sep 26 02:43:25 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,Weather condition right now is stations,35
35,0.0,Sat Sep 22 20:49:59 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,Hey Programming on Saturday,36
36,0.0,Fri Sep 21 21:42:22 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,@KristianNairn @Warcraft For the Alliance!!,37
37,0.0,Fri Sep 21 21:41:22 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,https://t.co/M09Fzw6Rfh,38
38,0.0,Thu Sep 20 00:37:57 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,"""Google AI with Jeff Dean""
 https://t.co/3DPDvuSThY via @gcppodcast",39
39,0.5859,Tue Sep 11 04:07:46 +0000 2018,0.759,@NB_ED4ever,0.0,0.241,“30 Amazing Machine Learning Projects for the Past Year (v.2018)” by @Mybridge https://t.co/9O1b9zzC5M,40
40,0.0,Tue Sep 11 03:44:05 +0000 2018,1.0,@NB_ED4ever,0.0,0.0,“Designing the Future of Work” by @sokhoury https://t.co/wc5K1ufu52,41
41,0.0,Tue Oct 02 18:54:53 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"@NB_ED4ever, see your results! https://t.co/jYSchd5RxE",1
42,0.0,Tue Oct 02 18:54:52 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"@NB_ED4ever, see your results! https://t.co/9e1NFwu2IY",2
43,0.0,Tue Oct 02 18:54:50 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"@CO2_Dispenser, see your results! https://t.co/GyWgcDRGAr",3
44,0.0,Tue Oct 02 18:54:49 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"@NB_ED4ever, see your results! https://t.co/sPIK7cZO8u",4
45,0.0,Tue Oct 02 18:54:48 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"@NB_ED4ever, see your results! https://t.co/EJFHXuoDmO",5
46,0.0,Tue Oct 02 03:34:55 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,@NB_ED4ever perform voodoo on @CNN,6
47,0.0,Wed Sep 26 04:17:18 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Break down of tweet labels for CNN https://t.co/S9VcydiOky,7
48,0.0,Wed Sep 26 02:47:54 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! The current weather condition at London is #scattered clouds,8
49,0.0,Wed Sep 26 02:44:29 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! The current weather condition at London is #clear sky,9
50,0.0,Wed Sep 26 02:20:54 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"Hey! This is tweet #3, but with a timer",10
51,0.0,Wed Sep 26 02:19:54 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"Hey! This is tweet #2, but with a timer",11
52,0.0,Wed Sep 26 02:18:54 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"Hey! This is tweet #1, but with a timer",12
53,0.0,Wed Sep 26 02:17:32 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"Hey! This is tweet #5, but with a timer",13
54,0.0,Wed Sep 26 02:13:52 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! This is tweet #5.2,14
55,0.0,Wed Sep 26 02:13:52 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! This is tweet #4.2,15
56,0.0,Wed Sep 26 02:13:51 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! This is tweet #3.2,16
57,0.0,Wed Sep 26 02:13:51 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! This is tweet #2.2,17
58,0.0,Wed Sep 26 02:13:51 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! This is tweet #1.2,18
59,0.0,Sat Sep 22 20:50:51 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Added an image https://t.co/g8ntRAiqed,19
60,0.0,Sat Sep 22 20:49:39 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey Programming on Bryan's Birthday,20
61,0.0,Tue Oct 02 18:54:53 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"@NB_ED4ever, see your results! https://t.co/jYSchd5RxE",21
62,0.0,Tue Oct 02 18:54:52 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"@NB_ED4ever, see your results! https://t.co/9e1NFwu2IY",22
63,0.0,Tue Oct 02 18:54:50 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"@CO2_Dispenser, see your results! https://t.co/GyWgcDRGAr",23
64,0.0,Tue Oct 02 18:54:49 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"@NB_ED4ever, see your results! https://t.co/sPIK7cZO8u",24
65,0.0,Tue Oct 02 18:54:48 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"@NB_ED4ever, see your results! https://t.co/EJFHXuoDmO",25
66,0.0,Tue Oct 02 03:34:55 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,@NB_ED4ever perform voodoo on @CNN,26
67,0.0,Wed Sep 26 04:17:18 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Break down of tweet labels for CNN https://t.co/S9VcydiOky,27
68,0.0,Wed Sep 26 02:47:54 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! The current weather condition at London is #scattered clouds,28
69,0.0,Wed Sep 26 02:44:29 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! The current weather condition at London is #clear sky,29
70,0.0,Wed Sep 26 02:20:54 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"Hey! This is tweet #3, but with a timer",30
71,0.0,Wed Sep 26 02:19:54 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"Hey! This is tweet #2, but with a timer",31
72,0.0,Wed Sep 26 02:18:54 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"Hey! This is tweet #1, but with a timer",32
73,0.0,Wed Sep 26 02:17:32 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,"Hey! This is tweet #5, but with a timer",33
74,0.0,Wed Sep 26 02:13:52 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! This is tweet #5.2,34
75,0.0,Wed Sep 26 02:13:52 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! This is tweet #4.2,35
76,0.0,Wed Sep 26 02:13:51 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! This is tweet #3.2,36
77,0.0,Wed Sep 26 02:13:51 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! This is tweet #2.2,37
78,0.0,Wed Sep 26 02:13:51 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey! This is tweet #1.2,38
79,0.0,Sat Sep 22 20:50:51 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Added an image https://t.co/g8ntRAiqed,39
80,0.0,Sat Sep 22 20:49:39 +0000 2018,1.0,@peter_pan_daz,0.0,0.0,Hey Programming on Bryan's Birthday,40
81,0.6597,Sun Jan 05 09:28:36 +0000 2014,0.69,@peter_pan_daz,0.0,0.31,"@mwchao 
1)  I use Mac
2)  I like Wal-Mart better.
3) I shop at http://t.co/3cIug9qfW5 more often.",41
82,0.5106,Tue Oct 02 18:17:32 +0000 2018,0.68,@CO2_Dispenser,0.0,0.32,@peter_pan_daz @NB_ED4ever Is this the stairway to heaven?,1
83,0.0,Tue Oct 02 03:25:03 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@NB_ED4ever perform voodoo on @WSJTech,2
84,0.3182,Tue Oct 02 03:16:52 +0000 2018,0.685,@CO2_Dispenser,0.0,0.315,@NB_ED4ever Please seek payment from @sherryjystad5,3
85,0.0,Tue Oct 02 03:07:13 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@pan_bot Analyze:@WSJ,4
86,0.0,Tue Oct 02 02:52:38 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@NB_ED4ever perform voodoo on @BBC,5
87,0.0,Mon Oct 01 22:01:15 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@peter_pan_daz Analyze:@BBC,6
88,0.0,Mon Oct 01 22:00:38 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@peter_pan_daz A message from your local dispenser.,7
89,0.4019,Mon Oct 01 22:00:10 +0000 2018,0.426,@CO2_Dispenser,0.0,0.574,@stefhuckdev Interesting color.,8
90,0.0,Wed Sep 26 22:27:56 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@PlotBot5  Analyze: BBC,9
91,0.0,Wed Sep 26 22:25:59 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@PlotBot5 Analyze: CNN,10
92,0.0,Wed Sep 26 04:15:59 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,Break down of tweet labels for CNN https://t.co/oHAZGVnqmX,11
93,0.0,Sat Sep 22 20:51:33 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,https://t.co/D5w1t53BU4,12
94,0.0,Fri Sep 21 02:01:22 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,Just setting up my Twitter. #myfirstTweet,13
95,0.5106,Tue Oct 02 18:17:32 +0000 2018,0.68,@CO2_Dispenser,0.0,0.32,@peter_pan_daz @NB_ED4ever Is this the stairway to heaven?,14
96,0.0,Tue Oct 02 03:25:03 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@NB_ED4ever perform voodoo on @WSJTech,15
97,0.3182,Tue Oct 02 03:16:52 +0000 2018,0.685,@CO2_Dispenser,0.0,0.315,@NB_ED4ever Please seek payment from @sherryjystad5,16
98,0.0,Tue Oct 02 03:07:13 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@pan_bot Analyze:@WSJ,17
99,0.0,Tue Oct 02 02:52:38 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@NB_ED4ever perform voodoo on @BBC,18
100,0.0,Mon Oct 01 22:01:15 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@peter_pan_daz Analyze:@BBC,19
101,0.0,Mon Oct 01 22:00:38 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@peter_pan_daz A message from your local dispenser.,20
102,0.4019,Mon Oct 01 22:00:10 +0000 2018,0.426,@CO2_Dispenser,0.0,0.574,@stefhuckdev Interesting color.,21
103,0.0,Wed Sep 26 22:27:56 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@PlotBot5  Analyze: BBC,22
104,0.0,Wed Sep 26 22:25:59 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,@PlotBot5 Analyze: CNN,23
105,0.0,Wed Sep 26 04:15:59 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,Break down of tweet labels for CNN https://t.co/oHAZGVnqmX,24
106,0.0,Sat Sep 22 20:51:33 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,https://t.co/D5w1t53BU4,25
107,0.0,Fri Sep 21 02:01:22 +0000 2018,1.0,@CO2_Dispenser,0.0,0.0,Just setting up my Twitter. #myfirstTweet,26
108,0.0772,Tue Oct 02 18:56:13 +0000 2018,0.925,@FoxNews,0.0,0.075,".@HillaryClinton: ""For anyone who believes there's such a thing as a judicial temperament and that we want judges,… https://t.co/cR0Npgb03k",1
109,0.0,Tue Oct 02 18:55:22 +0000 2018,1.0,@FoxNews,0.0,0.0,.@POTUS makes remarks on the economy and tax reform at the annual convention for the National Electrical Contractor… https://t.co/6OW3HRYPdV,2
110,0.0,Tue Oct 02 18:44:35 +0000 2018,1.0,@FoxNews,0.0,0.0,".@senatemajldr: ""We will be voting this week on the Kavanaugh nomination."" https://t.co/IBAR6gJ0oX https://t.co/SK5Ibvi3qq",3
111,0.5574,Tue Oct 02 18:41:42 +0000 2018,0.753,@FoxNews,0.0,0.247,Two envelopes testing positive for ricin sent to the Pentagon https://t.co/ycpmvkw9X2 https://t.co/QLW6DFVq73,4
112,-0.5938,Tue Oct 02 18:34:58 +0000 2018,0.755,@FoxNews,0.245,0.0,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""This is bottom. If this is not bottom, help us all."" https://t.co/RoyP0v5RWr",5
113,-0.4939,Tue Oct 02 18:32:32 +0000 2018,0.714,@FoxNews,0.286,0.0,".@LindseyGrahamSC: ""I think it's a scary time for principles."" https://t.co/XibC8DrcXl",6
114,-0.25,Tue Oct 02 18:24:02 +0000 2018,0.802,@FoxNews,0.123,0.075,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""To me, this is such an emotional event now. Give the public as… https://t.co/WbzIp5I2Q9",7
115,0.296,Tue Oct 02 18:19:44 +0000 2018,0.637,@FoxNews,0.127,0.235,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""If this is the new normal, God help us all."" https://t.co/Jwo2XmnDV1",8
116,-0.296,Tue Oct 02 18:16:52 +0000 2018,0.845,@FoxNews,0.155,0.0,"Senate Judiciary Committee blasts report as ""last-ditch effort to derail the nomination"" https://t.co/KvzekNAX5M",9
117,0.5574,Tue Oct 02 18:11:14 +0000 2018,0.795,@FoxNews,0.0,0.205,.@senatemajldr Mitch McConnell prepares for full Senate vote on Kavanaugh nomination to Supreme Court… https://t.co/2XSuefytII,10
118,0.4939,Tue Oct 02 18:09:19 +0000 2018,0.714,@FoxNews,0.0,0.286,.@HillaryClinton speaks at Day 1 of The Atlantic Festival https://t.co/wi4p8hdpba,11
119,0.0,Tue Oct 02 17:58:01 +0000 2018,1.0,@FoxNews,0.0,0.0,"On @AmericaNewsroom, Republican U.S. Senate candidate @JohnJamesMI discussed the impact of the Kavanaugh confirmati… https://t.co/mrt0PArQ1V",12
120,0.4939,Tue Oct 02 17:45:51 +0000 2018,0.814,@FoxNews,0.0,0.186,Flag Shredded by Hurricane Florence Auctioned for $10K in Honor of Late Family Member https://t.co/7vhCH3RvmX,13
121,-0.0772,Tue Oct 02 17:42:45 +0000 2018,0.939,@FoxNews,0.061,0.0,"JUST IN: Two people were taken to the hospital after being exposed to a ""white powdery substance"" at Sen. Ted Cruz'… https://t.co/WgIo5udhvJ",14
122,-0.4588,Tue Oct 02 17:36:48 +0000 2018,0.759,@FoxNews,0.165,0.076,".@POTUS: “My whole life I’ve heard, ‘you’re innocent until proven guilty,’ but now you’re guilty until proven innoc… https://t.co/uf94qyXIGy",15
123,-0.2648,Tue Oct 02 17:31:35 +0000 2018,0.687,@FoxNews,0.204,0.11,".@POTUS: “I thought he did very well. He’s fighting very hard for his reputation, for his family.” https://t.co/dIUvNLwZdl",16
124,0.0,Tue Oct 02 17:30:26 +0000 2018,1.0,@FoxNews,0.0,0.0,.@POTUS: “A lot is going to depend on what comes back from the FBI… I think that Judge Kavanaugh is doing very well… https://t.co/0eWXr7XR83,17
125,0.3612,Tue Oct 02 17:27:04 +0000 2018,0.828,@FoxNews,0.0,0.172,.@POTUS: “I think the Democrats are going to like the trade bill.” https://t.co/q25ClXoHS4,18
126,0.0,Tue Oct 02 17:26:17 +0000 2018,1.0,@FoxNews,0.0,0.0,.@POTUS: “The deal we’ve made with Canada and Mexico has gotten tremendous reviews.” https://t.co/z0RJNJF7rQ,19
127,0.0,Tue Oct 02 17:21:33 +0000 2018,1.0,@FoxNews,0.0,0.0,"President @realDonaldTrump departs Joint Base Andrews, heading to Philadelphia, Pennsylvania. https://t.co/d1tGHtx6Wz",20
128,0.0772,Tue Oct 02 18:56:13 +0000 2018,0.925,@FoxNews,0.0,0.075,".@HillaryClinton: ""For anyone who believes there's such a thing as a judicial temperament and that we want judges,… https://t.co/cR0Npgb03k",21
129,0.0,Tue Oct 02 18:55:22 +0000 2018,1.0,@FoxNews,0.0,0.0,.@POTUS makes remarks on the economy and tax reform at the annual convention for the National Electrical Contractor… https://t.co/6OW3HRYPdV,22
130,0.0,Tue Oct 02 18:44:35 +0000 2018,1.0,@FoxNews,0.0,0.0,".@senatemajldr: ""We will be voting this week on the Kavanaugh nomination."" https://t.co/IBAR6gJ0oX https://t.co/SK5Ibvi3qq",23
131,0.5574,Tue Oct 02 18:41:42 +0000 2018,0.753,@FoxNews,0.0,0.247,Two envelopes testing positive for ricin sent to the Pentagon https://t.co/ycpmvkw9X2 https://t.co/QLW6DFVq73,24
132,-0.5938,Tue Oct 02 18:34:58 +0000 2018,0.755,@FoxNews,0.245,0.0,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""This is bottom. If this is not bottom, help us all."" https://t.co/RoyP0v5RWr",25
133,-0.4939,Tue Oct 02 18:32:32 +0000 2018,0.714,@FoxNews,0.286,0.0,".@LindseyGrahamSC: ""I think it's a scary time for principles."" https://t.co/XibC8DrcXl",26
134,-0.25,Tue Oct 02 18:24:02 +0000 2018,0.802,@FoxNews,0.123,0.075,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""To me, this is such an emotional event now. Give the public as… https://t.co/WbzIp5I2Q9",27
135,0.296,Tue Oct 02 18:19:44 +0000 2018,0.637,@FoxNews,0.127,0.235,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""If this is the new normal, God help us all."" https://t.co/Jwo2XmnDV1",28
136,-0.296,Tue Oct 02 18:16:52 +0000 2018,0.845,@FoxNews,0.155,0.0,"Senate Judiciary Committee blasts report as ""last-ditch effort to derail the nomination"" https://t.co/KvzekNAX5M",29
137,0.5574,Tue Oct 02 18:11:14 +0000 2018,0.795,@FoxNews,0.0,0.205,.@senatemajldr Mitch McConnell prepares for full Senate vote on Kavanaugh nomination to Supreme Court… https://t.co/2XSuefytII,30
138,0.4939,Tue Oct 02 18:09:19 +0000 2018,0.714,@FoxNews,0.0,0.286,.@HillaryClinton speaks at Day 1 of The Atlantic Festival https://t.co/wi4p8hdpba,31
139,0.0,Tue Oct 02 17:58:01 +0000 2018,1.0,@FoxNews,0.0,0.0,"On @AmericaNewsroom, Republican U.S. Senate candidate @JohnJamesMI discussed the impact of the Kavanaugh confirmati… https://t.co/mrt0PArQ1V",32
140,0.4939,Tue Oct 02 17:45:51 +0000 2018,0.814,@FoxNews,0.0,0.186,Flag Shredded by Hurricane Florence Auctioned for $10K in Honor of Late Family Member https://t.co/7vhCH3RvmX,33
141,-0.0772,Tue Oct 02 17:42:45 +0000 2018,0.939,@FoxNews,0.061,0.0,"JUST IN: Two people were taken to the hospital after being exposed to a ""white powdery substance"" at Sen. Ted Cruz'… https://t.co/WgIo5udhvJ",34
142,-0.4588,Tue Oct 02 17:36:48 +0000 2018,0.759,@FoxNews,0.165,0.076,".@POTUS: “My whole life I’ve heard, ‘you’re innocent until proven guilty,’ but now you’re guilty until proven innoc… https://t.co/uf94qyXIGy",35
143,-0.2648,Tue Oct 02 17:31:35 +0000 2018,0.687,@FoxNews,0.204,0.11,".@POTUS: “I thought he did very well. He’s fighting very hard for his reputation, for his family.” https://t.co/dIUvNLwZdl",36
144,0.0,Tue Oct 02 17:30:26 +0000 2018,1.0,@FoxNews,0.0,0.0,.@POTUS: “A lot is going to depend on what comes back from the FBI… I think that Judge Kavanaugh is doing very well… https://t.co/0eWXr7XR83,37
145,0.3612,Tue Oct 02 17:27:04 +0000 2018,0.828,@FoxNews,0.0,0.172,.@POTUS: “I think the Democrats are going to like the trade bill.” https://t.co/q25ClXoHS4,38
146,0.0,Tue Oct 02 17:26:17 +0000 2018,1.0,@FoxNews,0.0,0.0,.@POTUS: “The deal we’ve made with Canada and Mexico has gotten tremendous reviews.” https://t.co/z0RJNJF7rQ,39
147,0.0,Tue Oct 02 17:21:33 +0000 2018,1.0,@FoxNews,0.0,0.0,"President @realDonaldTrump departs Joint Base Andrews, heading to Philadelphia, Pennsylvania. https://t.co/d1tGHtx6Wz",40
148,0.0,Tue Oct 02 17:19:38 +0000 2018,1.0,@FoxNews,0.0,0.0,.@RepLeeZeldin: “What we’re seeing right now is a politicization of the confirmation process and strategically to p… https://t.co/kcpZgRy4Ur,41
149,-0.3182,Tue Oct 02 17:13:46 +0000 2018,0.874,@FoxNews,0.126,0.0,"US restricts same-sex visas for diplomat partners, sets January deadline to get married or get out https://t.co/Dd5CQA0wKO",42
150,0.4939,Tue Oct 02 16:50:00 +0000 2018,0.738,@FoxNews,0.0,0.262,Kudlow: Trump's US-Mexico-Canada Trade Agreement 'Sends a Message to China' https://t.co/LHNNQfg5cy,43
151,0.0772,Tue Oct 02 16:45:00 +0000 2018,0.939,@FoxNews,0.0,0.061,.@CharlesHurt: “The number of people in the FBI who seem to think they are not answerable to anyone… it’s staggerin… https://t.co/oAaLdodXg2,44
152,0.0,Tue Oct 02 16:40:03 +0000 2018,1.0,@FoxNews,0.0,0.0,"Children waves American and Ghana flags during an arrival ceremony for @FLOTUS in Accra, Ghana on Tuesday. The firs… https://t.co/SKhwR6lw5C",45
153,-0.2263,Tue Oct 02 16:32:34 +0000 2018,0.888,@FoxNews,0.112,0.0,"JUST IN: At least two packages sent to Pentagon suspected to contain ricin, official says https://t.co/7tOqvOD7Gt",46
154,0.0,Tue Oct 02 16:07:39 +0000 2018,1.0,@FoxNews,0.0,0.0,".@senatemajldr: “The Senate will vote on Judge Kavanaugh here on this floor, this week.” https://t.co/IBAR6gJ0oX https://t.co/TVtNcYiQZq",47
155,-0.3182,Tue Oct 02 16:04:00 +0000 2018,0.827,@FoxNews,0.173,0.0,Horse wanders into French bar after breaking loose at racetrack https://t.co/qYBlWqT3nz https://t.co/zv2vXATyGX,48
156,0.0,Tue Oct 02 16:01:08 +0000 2018,1.0,@FoxNews,0.0,0.0,.@senatemajldr Mitch McConnell slammed Democrats on Tuesday amid the @FBI's probe of the allegations leveled agains… https://t.co/xfnjX8A0zI,49
157,0.0,Tue Oct 02 15:50:44 +0000 2018,1.0,@FoxNews,0.0,0.0,.@RepAndyBiggsAZ: “I think [Rod Rosenstein] should resign.” https://t.co/9bFeg7AiXZ,50
158,0.0,Tue Oct 02 15:39:47 +0000 2018,1.0,@FoxNews,0.0,0.0,"Matilda, Trump face off in new statue display commemorating 30th anniversary of children's book… https://t.co/rQeGAvfhkv",51
159,0.0,Tue Oct 02 15:33:04 +0000 2018,1.0,@FoxNews,0.0,0.0,Dow climbs to all-time intraday high https://t.co/oV3TSY6fwu https://t.co/amScPA3AqH,52
